result,starplayer_difference,rpi_rating_difference,Log5,adjoe_difference,adjde_difference,EFG-OEEG,TPP-DTPP_difference,SRS_difference,SOS_difference,adjwin_difference,Hostwin_difference,coach_influence_difference,previous_performance_dif,team1_Pts,team1_Opp,team1_MOV,team1_SOS,team1_OSRS,team1_DSRS,team1_SRS,team2_W,team2_L,team2_Pts,team2_Opp,team2_MOV,team2_SOS,team2__OSRS,team2_DSRS,team2_SRS,team1_starplayer_1,team2_starplayer_2,starplayer_difference,Numot,team1_rankdifference,rank_change_difference,dif_distance,exp_win2,Log5,team2_coachrank_difference,team1_seed,team2_seed,seed_difference,team1_adjde,team1_adjoe,team1_adjtempo,team1_ap_final,team1_ap_preseason,team1_arate,team1_blockpct,team1_coaches_before_final,team1_coaches_preseason,team1_de,team1_f3grate,team1_fg2pct,team1_fg3pct,team1_EFP,team1_ftpct,team1_oe,team1_opparate,team1_oppblockpct,team1_oppf3grate,team1_oppfg2pct,team1_oppfg3pct,team1_OEFP,team1_EFP-OEFG,team1_oppftpct,team1_oppstlrate,team1_pt_career_overall_losses,team1_pt_career_school_losses,team1_pt_career_school_wins,team1_pt_coach_season_losses,team1_pt_coach_season_wins,team1_pt_overall_ff,team1_pt_overall_ncaa,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_school_ncaa,team1_pt_school_s16,team1_pt_team_season_losses,team1_pt_team_season_wins,team1_rpi_rating,team1_seed.1,team1_stlrate,team1_TPP-DTPP,team1_tempo,team2_adjde,team2_adjoe,team2_adjtempo,team2_ap_final,team2_ap_preseason,team2_ap_rank_difference,team2_arate,team2_blockpct,team2_coaches_before_final,team2_coaches_preseason,team2_coaches_difference,team2_rank_difference,team2_de,team2_f3grate,team2_fg2pct,team2_fg3pct,team2_EFG,team2_ftpct,team2_oe,team2_opparate,team2_oppblockpct,team2_oppf3grate,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_OEFG,team2_EFG-OEFG,team2_oppstlrate,team2_TPP-OTPP,team2_pt_career_overall_losses,team2_pt_career_school_losses,team2_pt_career_school_wins,team2_pt_coach_season_losses,team2_pt_coach_season_wins,team2_pt_overall_ff,team2_pt_overall_ncaa,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_school_ncaa,team2_pt_school_s16,team2_pt_team_season_losses,team2_pt_team_season_wins,team2_rpi_rating,team2_score,team2_seed,team2_stlrate,team2_tempo
1,0,0.007,0.540787557,-2.6789,3.3813,7.70006234,-0.034,2.02,-3.78,0.179913419,0.166666667,-15.85884089,-12,71.7,61.9,9.8,4.65,6.01,8.44,14.45,20,13,63.8,59,4.79,8.43,0.85,11.58,12.43,0,0,0,0,13.5,19,-517.884662,0.899534944,0.540787557,-10,4,12,8,92.389,109.4507,66.8719,20,32,54.6635,12.9738,17,32,92.5695,32.8819,49.0718,39.374,52.35643875,67.5676,107.5317,55.0196,12.1872,30.8816,41.3265,32.6264,43.67754709,8.678891665,65.8015,0.1029,46,46,118,7,25,0,3,1,0,3,1,7,25,0.588,4,0.079,0.0239,67.1215,95.7703,112.1296,59.9154,32,25,-7,53.4694,7.6784,32,22,-10,-8.5,99.5067,35.1127,47.7148,35.9797,49.9110116,72.5557,108.5965,49,7.404,30.4648,48.9612,32.5773,71.8232,48.93218228,0.978829325,0.0726,-0.0101,99,72,222,12,19,0,7,3,0,7,3,12,19,0.581,49,12,0.0827,58.7259
0,-1,0.03,0.008739997,-26.7979,-7.4425,-7.68077439,-0.0345,-33.5,-16.89,-0.303235294,-0.166666667,-220.7134993,-257,63.7,64.3,-0.62,-7.68,-7.86,-0.43,-8.29,35,5,77,61,16,9.21,13.17,12.04,25.21,0,1,-1,0,0,-6,1155.312887,0.977353167,0.008739997,2,16,1,-15,96.6486,90.1584,66.6265,32,32,58.069,10.151,32,32,94.0452,26.2092,44.5122,30.2575,44.74128151,66.7828,93.219,56.1605,11.3567,30.6977,44.2953,32.197,45.5232694,-0.781987883,66.2047,0.1124,33,33,30,15,17,0,0,0,0,0,0,15,17,0.592,16,0.0986,0.0138,67.8632,89.2061,116.9563,66.6843,3,9,6,52.7672,9.842,6,8,2,4,91.28,32.968,46.9811,38.491,50.52694027,75.8621,114.7741,48.6976,9.8113,25.3515,44.0462,28.2648,68.6667,43.62815377,6.898786507,0.0789,-0.0207,279,220,862,5,29,10,25,18,10,25,18,5,29,0.562,73,1,0.0996,67.6228
1,0,0.01,0.666795144,10.5477,-4.1267,6.760747294,-0.017,6.58,6.25,0.011111111,0.2,-24.13006704,-1,77,65.6,11.36,8.03,9.58,8.39,17.97,27,9,67.1,57.5,9.61,1.78,-0.52,11.91,11.39,0,0,0,0,11.5,13,-1856.389277,0.898050673,0.666795144,0,3,11,8,95.608,117.53,65.8184,19,32,50.7886,17.1091,22,32,98.0898,32.3872,52.9985,38.1847,54.38420255,72.8933,112.7598,57.9474,6.3718,34.3977,41.2979,33.6146,44.43634615,9.947856398,67.9887,0.0899,113,102,126,7,25,0,1,0,0,1,0,7,25,0.601,3,0.0962,-0.0063,67.519,91.4813,106.9823,64.0617,32,32,0,59.9783,8.6491,32,32,0,0,90.1057,25.4122,49.1547,31.6794,48.73905806,64.8,106.2626,53.5904,8.3875,34.9411,45.799,30.0613,66.4865,45.55194895,3.187109104,0.1009,-0.0233,168,102,328,8,26,0,4,0,0,2,0,8,26,0.591,68,11,0.1242,63.3504
1,0,0.002,0.880706172,7.8413,7.4232,6.468496302,-0.0092,14.26,11.4,0.006565657,-0.133333333,-2.599103039,0,77,65.6,11.36,8.03,9.58,8.39,17.97,25,8,79.3,69.2,10.06,-3.37,8.29,-4.59,3.71,0,0,0,0,11.5,13,-69.295779,0.704816759,0.880706172,0,3,14,11,95.608,117.53,65.8184,19,32,50.7886,17.1091,22,32,98.0898,32.3872,52.9985,38.1847,54.38420255,72.8933,112.7598,57.9474,6.3718,34.3977,41.2979,33.6146,44.43634615,9.947856398,67.9887,0.0899,113,102,126,7,25,0,1,0,0,1,0,7,25,0.601,3,0.0962,-0.0063,67.519,103.0312,109.6887,70.0544,32,32,0,72.1728,5.915,32,32,0,0,101.4322,40.0587,51.8591,37.6281,53.69501025,70.5615,111.9319,67.7241,8.9041,33.3333,50.3697,33.2717,69.2078,50.21565015,3.479360096,0.09,-0.0155,130,130,225,7,25,0,1,0,0,1,0,7,25,0.599,59,14,0.1055,70.4647
1,1,0.013,0.393245867,-5.7737,1.8838,0.629905969,0.0206,-5.51,-5.2,0.101280228,-0.15,16.52320216,1,68.7,59.4,9.29,5.08,2.5,11.87,14.37,29,8,79.7,69.8,9.86,10.28,14.47,5.41,19.88,1,0,1,0,-1.5,-25,-861.601616,0.954663038,0.393245867,25,5,2,-3,89.6286,108.1695,65.1617,11,11,54.9112,6.4955,13,10,92.5372,39.8221,50.8696,34.1656,51.02044611,73.7723,108.4929,50.559,10.4348,31.6116,46.148,31.6993,46.59086271,4.429583405,67.8625,0.0818,14,14,84,4,28,0,2,0,0,2,0,4,28,0.601,5,0.1093,-0.0275,64.5273,91.5124,113.9432,71.048,7,32,25,54.6695,13.3624,7,32,25,25,95.6136,32.1261,48.9951,36.0176,50.61146047,66.8539,109.5895,51.4563,8.2467,30.3138,45.1707,33.7229,70.2991,46.81178303,3.799677436,0.0969,-0.0069,31,31,69,7,26,0,1,0,0,1,0,7,26,0.588,56,2,0.1038,72.0244
1,1,0.033,0.555289604,-1.0452,2.3234,-0.543222501,0.0279,-0.96,-3.09,0.13371266,-0.025,-68.73292433,-122,68.7,59.4,9.29,5.08,2.5,11.87,14.37,28,9,71.8,63.8,8.03,8.17,7.35,7.99,15.33,1,0,1,0,-1.5,11,349.1807726,0.91617535,0.555289604,-9,5,5,0,89.6286,108.1695,65.1617,11,11,54.9112,6.4955,13,10,92.5372,39.8221,50.8696,34.1656,51.02044611,73.7723,108.4929,50.559,10.4348,31.6116,46.148,31.6993,46.59086271,4.429583405,67.8625,0.0818,14,14,84,4,28,0,2,0,0,2,0,4,28,0.601,5,0.1093,-0.0275,64.5273,91.952,109.2147,67.1159,13,2,-11,62.2177,9.5497,11,2,-9,-10,95.4326,26.3056,51.6404,34.375,51.61990794,68.4555,108.3923,55.7298,6.168,36.9555,45.1087,32.8477,70.9828,46.64710203,4.972805906,0.0991,0.0004,145,145,360,8,24,5,12,8,5,12,8,8,24,0.568,50,5,0.0987,66.673
1,1,0.027,0.356568956,-7.539,2.2605,-7.281975865,0.0114,-7.35,-2.13,0.046917293,-0.114285714,-154.738754,-128,68.7,59.4,9.29,5.08,2.5,11.87,14.37,30,5,80.9,66.4,14.51,7.21,14.9,6.82,21.72,1,0,1,0,-1.5,-28,772.530932,0.960978317,0.356568956,20,5,1,-4,89.6286,108.1695,65.1617,11,11,54.9112,6.4955,13,10,92.5372,39.8221,50.8696,34.1656,51.02044611,73.7723,108.4929,50.559,10.4348,31.6116,46.148,31.6993,46.59086271,4.429583405,67.8625,0.0818,14,14,84,4,28,0,2,0,0,2,0,4,28,0.601,5,0.1093,-0.0275,64.5273,91.8891,115.7085,70.7441,4,32,28,64.5873,17.1851,5,25,20,24,94.1878,30.8758,57.1224,39.1026,57.59526288,67.651,114.266,63.4346,5.7266,40.186,46.2675,30.2083,63.7024,45.88370361,11.71155927,0.1194,-0.0161,292,292,827,4,28,3,26,14,3,26,14,4,28,0.574,59,1,0.1355,71.3215
1,1,0.007,0.594593969,2.694,0.2093,-3.714747329,-0.0145,1.71,3.12,0.107177034,0.1,23.56781015,2,68.7,59.4,9.29,5.08,2.5,11.87,14.37,26,7,75.3,64.6,10.7,1.96,6.96,5.7,12.66,1,0,1,0,-1.5,0,-1560.174711,0.902960221,0.594593969,0,5,12,7,89.6286,108.1695,65.1617,11,11,54.9112,6.4955,13,10,92.5372,39.8221,50.8696,34.1656,51.02044611,73.7723,108.4929,50.559,10.4348,31.6116,46.148,31.6993,46.59086271,4.429583405,67.8625,0.0818,14,14,84,4,28,0,2,0,0,2,0,4,28,0.601,5,0.1093,-0.0275,64.5273,89.8379,105.4755,69.448,32,32,0,54.7699,10.1954,32,32,0,0,90.5136,31.1868,53.3643,34.3003,52.76743143,67.3387,106.7643,53.4653,6.0325,34.7561,43.4155,31.26,66.7949,44.62310069,8.144330734,0.0815,-0.042,51,51,82,6,26,0,0,0,0,0,0,6,26,0.594,59,12,0.1235,70.0005
0,0,-0.115,0.458385233,1.5995,-2.4052,4.476441156,0.0305,-1.06,-7.28,0.054204205,0.083333333,18.37015365,2,83.1,66.4,16.67,3,16.12,2.7,18.82,29,8,79.7,69.8,9.86,10.28,14.47,5.41,19.88,0,0,0,0,16.5,-10,-925.2859691,0.954663038,0.458385233,25,7,2,-5,93.9176,115.5427,72.8186,17,32,54.9495,8.7863,14,32,91.6595,33.1717,51.3062,41.3743,54.87389926,78.9539,115.5477,53.6765,7.4746,32.3085,44.6016,33.8534,46.59778067,8.276118592,68.516,0.0823,39,39,126,5,29,0,3,0,0,3,0,5,29,0.473,7,0.1197,-0.0374,71.4489,91.5124,113.9432,71.048,7,32,25,54.6695,13.3624,7,32,25,25,95.6136,32.1261,48.9951,36.0176,50.61146047,66.8539,109.5895,51.4563,8.2467,30.3138,45.1707,33.7229,70.2991,46.81178303,3.799677436,0.0969,-0.0069,31,31,69,7,26,0,1,0,0,1,0,7,26,0.588,84,2,0.1038,72.0244
0,-1,-0.011,0.18060548,2.2928,-12.3581,-1.502076204,0.0037,-12.37,-7.73,0.001547987,-0.075757576,-82.38818127,2,76.4,64.5,11.88,-0.91,7.2,1.55,8.76,35,3,79.3,64.9,14.32,6.82,13.3,7.84,21.13,0,1,-1,0,0,-2,827.826375,0.955210418,0.18060548,3,12,1,-11,102.0349,114.0527,65.7817,32,32,59.0376,10.0176,32,32,97.4265,39.8086,51.0758,43.2815,56.58787789,73.3591,113.4091,52.1739,8.6062,31.8563,46.6608,34.2105,48.14369484,8.444183058,71.5397,0.0976,137,137,144,4,27,0,2,0,0,2,0,4,27,0.564,12,0.108,-0.0104,65.5326,89.6768,111.7599,69.4026,2,4,2,53.3771,17.7662,2,5,3,2.5,92.0294,31.2977,54.5752,33.142,53.05344323,66.9072,111.7162,47.6571,7.7778,33.8375,41.1496,31.2899,68.8501,43.10718397,9.946259262,0.0969,-0.0067,142,2,477,2,32,2,11,7,0,0,0,2,32,0.575,62,1,0.1036,70.2518
1,0,-0.031,0.189871703,0.6759,-10.6579,3.857123184,-0.0102,-9.08,-8.57,0.204099821,0.333333333,-36.91832442,-18,76.4,64.5,11.88,-0.91,7.2,1.55,8.76,24,9,67.1,56.9,10.18,7.66,2.31,15.54,17.84,0,0,0,0,0,-16,150.680288,0.952508551,0.189871703,16,12,4,-8,102.0349,114.0527,65.7817,32,32,59.0376,10.0176,32,32,97.4265,39.8086,51.0758,43.2815,56.58787789,73.3591,113.4091,52.1739,8.6062,31.8563,46.6608,34.2105,48.14369484,8.444183058,71.5397,0.0976,137,137,144,4,27,0,2,0,0,2,0,4,27,0.564,12,0.108,-0.0104,65.5326,91.377,113.3768,60.2109,16,32,16,53.0928,9.5439,16,32,16,16,92.8539,39.3714,49.9529,35.7039,51.37143186,73.2394,111.4756,46.6568,6.9746,25.3468,45.1858,34.3284,68.8811,46.78437198,4.587059874,0.0737,-0.0206,108,81,246,8,23,0,8,3,0,8,3,8,23,0.595,69,4,0.0943,60.0458
1,1,-0.039,0.709993411,-0.5737,6.4019,-3.049069891,0.0144,7.24,1.18,0.087222222,0.3,197.6508552,256,77,61,16,9.21,13.17,12.04,25.21,28,8,77,65.6,11.36,8.03,9.58,8.39,17.97,1,0,1,0,4,-7,-28.959895,0.946316734,0.709993411,10,1,3,2,89.2061,116.9563,66.6843,3,9,52.7672,9.842,6,8,91.28,32.968,46.9811,38.491,50.52694027,75.8621,114.7741,48.6976,9.8113,25.3515,44.0462,28.2648,43.62815377,6.898786507,68.6667,0.0789,279,220,862,5,29,10,25,18,10,25,18,5,29,0.562,1,0.0996,-0.0207,67.6228,95.608,117.53,65.8184,19,32,13,50.7886,17.1091,22,32,10,11.5,98.0898,32.3872,52.9985,38.1847,54.38420255,72.8933,112.7598,57.9474,6.3718,34.3977,41.2979,33.6146,67.9887,44.43634615,9.947856398,0.0899,-0.0063,113,102,126,7,25,0,1,0,0,1,0,7,25,0.601,71,3,0.0962,67.519
1,0,-0.039,0.759744796,8.7868,0.4225,2.469203102,-0.0068,10.84,4.13,-0.037631579,0.4,176.3447791,255,77,61,16,9.21,13.17,12.04,25.21,33,5,68.7,59.4,9.29,5.08,2.5,11.87,14.37,1,1,0,0,4,6,-753.769191,0.931728379,0.759744796,-3,1,5,4,89.2061,116.9563,66.6843,3,9,52.7672,9.842,6,8,91.28,32.968,46.9811,38.491,50.52694027,75.8621,114.7741,48.6976,9.8113,25.3515,44.0462,28.2648,43.62815377,6.898786507,68.6667,0.0789,279,220,862,5,29,10,25,18,10,25,18,5,29,0.562,1,0.0996,-0.0207,67.6228,89.6286,108.1695,65.1617,11,11,0,54.9112,6.4955,13,10,-3,-1.5,92.5372,39.8221,50.8696,34.1656,51.02044611,73.7723,108.4929,50.559,10.4348,31.6116,46.148,31.6993,67.8625,46.59086271,4.429583405,0.0818,-0.0275,14,14,84,4,28,0,2,0,0,2,0,4,28,0.601,59,5,0.1093,64.5273
1,1,-0.025,0.794220563,-0.8964,9.856,2.012791572,0.0194,7.92,0.95,0.180714286,0.571428571,111.9914158,256,77,61,16,9.21,13.17,12.04,25.21,24,11,77.2,68.2,9.03,8.26,13.43,3.86,17.29,1,0,1,0,4,25,538.095187,0.91790914,0.794220563,-20,1,8,7,89.2061,116.9563,66.6843,3,9,52.7672,9.842,6,8,91.28,32.968,46.9811,38.491,50.52694027,75.8621,114.7741,48.6976,9.8113,25.3515,44.0462,28.2648,43.62815377,6.898786507,68.6667,0.0789,279,220,862,5,29,10,25,18,10,25,18,5,29,0.562,1,0.0996,-0.0207,67.6228,99.0621,117.8527,68.4611,32,13,-19,51.7598,6.2591,32,12,-20,-19.5,99.398,30.0296,52.0085,37.4384,53.25445813,75.7322,114.0441,50.2309,9.3023,31.0241,48.8355,31.5534,69.3816,48.3684632,4.885994935,0.0812,-0.0013,266,21,591,10,23,1,13,3,0,1,0,10,23,0.587,53,8,0.0825,68.5621
1,1,0.003,0.755996679,9.6784,-0.4468,2.604255661,-0.0065,7.69,0.4,0.026428571,0.142857143,170.6113157,250,77,61,16,9.21,13.17,12.04,25.21,29,6,70.5,61.3,9.23,8.81,6.09,11.43,17.52,1,0,1,0,4,9,-691.236717,0.93301627,0.755996679,3,1,4,3,89.2061,116.9563,66.6843,3,9,52.7672,9.842,6,8,91.28,32.968,46.9811,38.491,50.52694027,75.8621,114.7741,48.6976,9.8113,25.3515,44.0462,28.2648,43.62815377,6.898786507,68.6667,0.0789,279,220,862,5,29,10,25,18,10,25,18,5,29,0.562,1,0.0996,-0.0207,67.6228,88.7593,107.2779,67.1506,10,7,-3,56.8627,12.1896,4,7,3,0,91.454,30.0102,49.6713,31.8569,49.10532263,72.3179,106.5055,51.289,6.6472,28.1622,41.6102,35.3167,71.4706,44.81079179,4.294530846,0.0779,-0.0272,60,55,135,5,27,0,4,1,0,3,1,5,27,0.559,57,4,0.1051,66.7383
0,0,0.117,0.246801919,-4.2322,-4.1219,-7.286866538,-0.0312,-6.93,4.16,-0.234967321,-0.404761904,34.60381691,70,72.2,66.4,5.79,7.16,5.81,6.08,11.89,30,6,83.1,66.4,16.67,3,16.12,2.7,18.82,0,0,0,2,0,-15,-215.549391,0.946868525,0.246801919,18,10,7,-3,98.0395,111.3105,65.4095,32,32,53.8202,7.1811,32,32,98.1384,32.3031,50.5891,31.3272,49.42673755,70.3428,107.1838,52.1998,9.9411,32.9406,48.2811,32.5039,48.4374855,0.989252054,67.963,0.0995,158,138,366,12,21,3,9,4,3,9,4,12,21,0.59,10,0.1057,-0.0062,66.5896,93.9176,115.5427,72.8186,17,32,15,54.9495,8.7863,14,32,18,16.5,91.6595,33.1717,51.3062,41.3743,54.87389926,78.9539,115.5477,53.6765,7.4746,32.3085,44.6016,33.8534,68.516,46.59778067,8.276118592,0.0823,-0.0374,39,39,126,5,29,0,3,0,0,3,0,5,29,0.473,99,7,0.1197,71.4489
0,0,-0.001,0.585741539,-8.0635,9.2168,-0.272817411,0.0065,2.53,2.96,-0.103308824,-0.1,-43.65386414,-25,68.2,60.4,7.84,6.79,2.6,12.03,14.64,27,7,76.9,67.4,9.5,3.83,9.27,2.84,12.11,0,0,0,0,0,-10,1562.770786,0.872467208,0.585741539,23,9,8,-1,86.9926,102.4203,66.854,32,32,56.9604,17.6523,32,32,88.544,32.1223,50.7222,33.3932,50.51905857,64.4245,100.3551,47.2727,6.627,35.2941,40.3354,32.8479,43.4894396,7.029618975,67.1593,0.1168,315,105,353,9,22,0,4,1,0,1,0,9,22,0.553,9,0.1228,-0.006,67.8332,96.2094,110.4838,68.8178,22,32,10,50.2831,10.3132,9,32,23,16.5,97.1099,27.9199,54.3981,35.4582,54.06004585,66.7043,110.9178,51.186,7.3302,32.63,44.767,33.9117,65.3614,46.75760947,7.302436386,0.0929,0.0005,72,72,290,6,26,0,10,4,0,10,4,6,26,0.554,67,8,0.0924,69.1672
0,0,0.003,0.283089509,-8.9352,1.2145,-2.958870652,-0.0272,-5.38,1.65,-0.146546546,-0.083333333,-27.16750989,1,72.8,65.7,7.11,9.02,7.49,6.62,14.11,29,8,74.1,61.5,12.59,7.37,10.34,9.15,19.49,0,0,0,0,-11,-21,-452.9261258,0.958598884,0.283089509,5,10,2,-8,91.4419,107.223,69.6914,32,22,52.5796,13.6432,32,20,93.5159,28.33,49.0291,35.7895,50.347904,65.4809,102.0208,57.5531,7.8363,35.5244,42.8036,31.2925,44.27258723,6.075316768,66.9903,0.1118,170,143,242,12,22,1,5,1,1,4,1,12,22,0.579,10,0.1114,0.0004,70.8161,92.6564,116.1582,65.8241,5,16,11,55.4425,12.1894,12,17,5,8,94.1432,35.4354,54.8062,38.9831,56.10612993,69.6503,113.6388,55.8111,5.814,36.0794,45.1087,33.7001,70.9981,47.07194251,9.03418742,0.0818,-0.0268,84,53,256,7,27,1,7,2,1,3,1,7,27,0.576,75,2,0.1086,64.7507
1,0,0.007,0.547350164,-3.1541,3.9852,1.723078731,-0.0114,1.77,2.05,-0.016161616,0.095238096,11.70965668,23,72.8,65.7,7.11,9.02,7.49,6.62,14.11,22,11,73.8,68,5.88,6.97,7.29,5.05,12.34,0,0,0,0,-11,-10,849.961588,0.883191593,0.547350164,0,10,7,-3,91.4419,107.223,69.6914,32,22,52.5796,13.6432,32,20,93.5159,28.33,49.0291,35.7895,50.347904,65.4809,102.0208,57.5531,7.8363,35.5244,42.8036,31.2925,44.27258723,6.075316768,66.9903,0.1118,170,143,242,12,22,1,5,1,1,4,1,12,22,0.579,10,0.1114,0.0004,70.8161,95.4271,110.3771,68.0064,32,32,0,49.1061,6.8709,32,32,0,0,98.6479,42.1505,52.5093,34.949,52.47313487,71.5339,107.5464,49.3506,9.0149,34.2048,44.9503,36.1465,69.7947,48.12089683,4.352238037,0.0831,-0.011,137,22,168,10,22,0,2,0,0,1,0,10,22,0.572,59,7,0.0941,69.0186
1,0,0.001,0.985133295,14.4056,16.7204,9.29895448,0.0334,28.01,16.04,0.248484849,0.857142857,96.79496176,38,81.6,64.2,17.36,8.25,15.06,9.62,24.68,22,11,75.1,70.6,4.45,-7.79,3.85,-7.18,-3.33,0,0,0,0,0,0,-291.515321,0.465527502,0.985133295,0,1,16,15,88.795,118.8778,68.3847,1,1,58.9545,15.989,1,1,91.0977,30.6964,52.6999,40.4321,55.13972661,69.9196,116.1563,55.1171,9.0909,32.2596,40.1103,33.1404,43.20731838,11.93240823,68.6012,0.0926,147,42,408,2,32,1,11,7,1,6,4,2,32,0.593,1,0.1191,-0.0265,69.9189,105.5154,104.4722,70.064,32,32,0,58.7886,6.6771,32,32,0,0,99.2275,29.6976,47.7727,40,51.40391464,71.9298,107.2011,57.0743,8.679,34.7848,46.9756,34.757,70.8126,48.7704609,2.63345375,0.0943,0.0069,39,39,51,10,22,0,0,0,0,0,0,10,22,0.592,74,16,0.0874,69.8275
0,0,-0.006,0.838871008,12.7669,0.4525,8.962068272,0.0095,12.65,3.98,0.038095238,0.079365079,76.35349471,37,81.6,64.2,17.36,8.25,15.06,9.62,24.68,30,5,63.3,55.1,8.2,4.27,-2.81,14.84,12.03,0,0,0,0,0,0,94.006854,0.917260316,0.838871008,8,1,9,8,88.795,118.8778,68.3847,1,1,58.9545,15.989,1,1,91.0977,30.6964,52.6999,40.4321,55.13972661,69.9196,116.1563,55.1171,9.0909,32.2596,40.1103,33.1404,43.20731838,11.93240823,68.6012,0.0926,147,42,408,2,32,1,11,7,1,6,4,2,32,0.593,1,0.1191,-0.0265,69.9189,89.2475,106.1109,59.9,32,32,0,49.1299,6.4103,24,32,8,4,91.6915,37.8518,47.5046,35.3566,49.5979181,75.814,107.2686,45.1659,6.3771,35.9531,44.7802,33.279,69.0428,46.62757814,2.970339958,0.0788,-0.017,42,42,87,4,28,0,1,0,0,1,0,4,28,0.599,69,9,0.0958,59.0766
1,1,0.037,0.938692568,12.7642,6.9868,10.90705241,-0.0095,21.96,8.29,0.291729324,0.242424242,85.47099629,-2,79.3,64.9,14.32,6.82,13.3,7.84,21.13,20,15,69.3,67.5,1.77,-1.47,-0.57,-0.27,-0.83,1,0,1,0,2.5,2,-27.838989,0.582092468,0.938692568,0,1,16,15,89.6768,111.7599,69.4026,2,4,53.3771,17.7662,2,5,92.0294,31.2977,54.5752,33.142,53.05344323,66.9072,111.7162,47.6571,7.7778,33.8375,41.1496,31.2899,43.10718397,9.946259262,68.8501,0.0969,142,2,477,2,32,2,11,7,0,0,0,2,32,0.575,1,0.1036,-0.0067,70.2518,96.6636,98.9957,67.9971,32,32,0,44.5247,9.7337,32,32,0,0,95.938,28.8312,48.0292,31.1712,47.66235181,65.7289,100.0914,58.0103,9.3431,41.1987,47.8421,33.1586,66.3058,48.62314495,-0.960793143,0.1044,-0.0162,169,86,241,14,20,0,3,0,0,2,0,14,20,0.538,71,16,0.1206,68.6879
1,1,0.01,0.798767851,7.1489,3.0158,6.752376619,0.0071,9.68,-2.03,0.269609508,0.409090909,91.48856685,-1,79.3,64.9,14.32,6.82,13.3,7.84,21.13,20,11,72.8,69.5,3.29,8.85,8.21,3.25,11.45,1,0,1,0,2.5,2,107.953866,0.843082539,0.798767851,7,1,9,8,89.6768,111.7599,69.4026,2,4,53.3771,17.7662,2,5,92.0294,31.2977,54.5752,33.142,53.05344323,66.9072,111.7162,47.6571,7.7778,33.8375,41.1496,31.2899,43.10718397,9.946259262,68.8501,0.0969,142,2,477,2,32,2,11,7,0,0,0,2,32,0.575,1,0.1036,-0.0067,70.2518,92.6926,104.611,70.2811,32,32,0,45.3761,12.7643,25,32,7,3.5,94.6932,23.2745,47.2106,30.8046,46.97699384,65.748,100.7884,47.9675,8.4379,32.4339,43.7745,29.2007,68.6813,43.7831112,3.193882643,0.0989,0.0004,154,30,128,10,19,0,1,0,0,1,0,10,19,0.565,60,9,0.0985,70.7865
0,0,-0.011,0.393968763,-4.6593,0.9224,-1.980991657,0.0167,-3.21,-0.27,-0.094891775,-0.095238096,14.4233045,33,75.9,69.8,6.09,7.99,10.13,3.95,14.08,24,11,77.2,68.2,9.03,8.26,13.43,3.86,17.29,0,0,0,0,-11,6,1124.618759,0.91790914,0.393968763,-20,9,8,-1,98.1397,113.1934,67.2902,32,19,58.3333,10.8608,32,23,100.766,39.6429,51.9019,33.7194,51.37750372,70.1429,110.3721,56.4885,5.9172,32.1877,46.7418,34.7458,48.47250044,2.905003278,70.1731,0.0952,209,85,572,12,20,5,14,9,1,6,3,12,20,0.576,9,0.1132,-0.018,68.3764,99.0621,117.8527,68.4611,32,13,-19,51.7598,6.2591,32,12,-20,-19.5,99.398,30.0296,52.0085,37.4384,53.25445813,75.7322,114.0441,50.2309,9.3023,31.0241,48.8355,31.5534,69.3816,48.3684632,4.885994935,0.0812,-0.0013,266,21,591,10,23,1,13,3,0,1,0,10,23,0.587,77,8,0.0825,68.5621
1,0,0.032,0.839962535,5.5026,7.0199,10.01183654,-0.0375,11.01,4.47,0.17021645,-0.428571428,50.15410306,73,79.7,68.3,11.36,7.95,14.63,3.13,17.75,19,16,78.6,75,3.63,3.48,12.47,-5.73,6.74,0,0,0,0,6,12,-624.676704,0.741844999,0.839962535,0,4,13,9,95.6735,116.2984,70.1729,20,32,56.4706,10.5147,32,32,95.8087,24.6727,49.8663,38.5714,51.83784611,72.9569,111.324,47.335,7.754,31.7612,42.1324,33.9652,44.93227682,6.905569287,69.8305,0.0794,365,237,648,8,23,2,16,9,2,13,7,8,23,0.596,4,0.1096,-0.0302,70.3271,102.6934,110.7958,72.0842,32,32,0,45.1717,7.0809,32,32,0,0,104.0244,35.4419,45.2397,35.5696,48.11570386,70.596,109.2381,49.945,8.2696,29.5316,51.6618,33.4483,71.3368,51.22197112,-3.106267256,0.0628,-0.0677,419,76,594,15,19,0,10,3,0,0,0,15,19,0.564,77,13,0.1305,71.6108
